,index,0,Source,Name,P-value,P-adjust,VIP_scaled
66,R-HSA-75205,2.257831264512697,Transcriptomics,Dissolution of Fibrin Clot,0.1091,0.8777425373134329,2.484242921459956
67,R-HSA-162594,2.253344688288683,Transcriptomics,Early Phase of HIV Life Cycle,0.0853,0.8777425373134329,2.4725984689419427
68,R-HSA-4641262,2.240339790825358,Transcriptomics,Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.1382,0.8777425373134329,2.438845579555424
69,R-HSA-9754119,2.2395841781731196,Transcriptomics,Drug-mediated inhibition of CDK4/CDK6 activity,0.1654,0.8777425373134329,2.436884463726407
70,R-HSA-1251932,2.628184238425582,Proteomics,PLCG1 events in ERBB2 signaling,0.036,0.8777425373134329,2.4272948406322903
71,R-HSA-5654726,2.6125126121651534,Proteomics,Negative regulation of FGFR1 signaling,0.0098,0.8777425373134329,2.393104217941693
72,R-HSA-8857538,2.6113510747343063,Proteomics,PTK6 promotes HIF1A stabilization,0.0253,0.8777425373134329,2.390570103907888
73,R-HSA-445095,2.5985209017084867,Proteomics,Interaction between L1 and Ankyrins,0.0303,0.8777425373134329,2.3625786499457333
74,R-HSA-5620920,2.2080507185276286,Transcriptomics,Cargo trafficking to the periciliary membrane,0.225,0.8777425373134329,2.3550425746696066
75,R-HSA-8963898,2.5869295671902117,Proteomics,Plasma lipoprotein assembly,0.0283,0.8777425373134329,2.3372899569658894
76,R-HSA-112399,2.583984907753317,Proteomics,IRS-mediated signalling,0.0154,0.8777425373134329,2.3308656243480685
77,R-HSA-109704,2.583984907753317,Proteomics,PI3K Cascade,0.0154,0.8777425373134329,2.3308656243480685
78,R-HSA-9758941,2.198490317100753,Transcriptomics,Gastrulation,0.2575,0.8777425373134329,2.33022952460427
79,R-HSA-9754189,2.198490317100753,Transcriptomics,Germ layer formation at gastrulation,0.2575,0.8777425373134329,2.33022952460427
80,R-HSA-6803157,2.1942539921418343,Transcriptomics,Antimicrobial peptides,0.1621,0.8777425373134329,2.3192345738061593
81,R-HSA-162592,2.1936051993045105,Transcriptomics,Integration of provirus,0.0342,0.8777425373134329,2.31755069794826
82,R-HSA-8874081,2.187343688906068,Transcriptomics,MET activates PTK2 signaling,0.0951,0.8777425373134329,2.301299584206904
83,R-HSA-1482788,2.180278210135614,Transcriptomics,Acyl chain remodelling of PC,0.2644,0.8777425373134329,2.2829618522813377
84,R-HSA-1483115,2.1761158718023896,Transcriptomics,Hydrolysis of LPC,0.1911,0.8777425373134329,2.2721589262492956
85,R-HSA-844623,2.169700111043242,Transcriptomics,The IPAF inflammasome,0.1621,0.8777425373134329,2.2555074713766543
86,R-HSA-877312,2.169051809301755,Transcriptomics,Regulation of IFNG signaling,0.1082,0.8777425373134329,2.2538248701080783
87,R-HSA-1971475,2.1635010558341876,Transcriptomics,A tetrasaccharide linker sequence is required for GAG synthesis,0.0241,0.8777425373134329,2.239418453730633
88,R-HSA-3656532,2.161219397699918,Transcriptomics,TGFBR1 KD Mutants in Cancer,0.2292,0.8777425373134329,2.2334966419792495
89,R-HSA-3304356,2.161219397699918,Transcriptomics,SMAD2/3 Phosphorylation Motif Mutants in Cancer,0.2292,0.8777425373134329,2.2334966419792495
90,R-HSA-3304349,2.161219397699918,Transcriptomics,Loss of Function of SMAD2/3 in Cancer,0.2292,0.8777425373134329,2.2334966419792495
91,R-HSA-977225,2.513081428101549,Proteomics,Amyloid fiber formation,0.0717,0.8777425373134329,2.1761762462364094
92,R-HSA-2980766,2.1389294406491466,Transcriptomics,Nuclear Envelope Breakdown,0.2838,0.8777425373134329,2.175645324282464
93,R-HSA-2142688,2.1321455536331846,Transcriptomics,Synthesis of 5-eicosatetraenoic acids,0.1085,0.8777425373134329,2.1580384351311928
94,R-HSA-1251932,2.12943869470795,Transcriptomics,PLCG1 events in ERBB2 signaling,0.0519,0.8777425373134329,2.151013057949558
95,R-HSA-448706,2.127510655445617,Transcriptomics,Interleukin-1 processing,0.252,0.8777425373134329,2.1460090280340647
96,R-HSA-70895,2.122843312189624,Transcriptomics,Branched-chain amino acid catabolism,0.1286,0.8777425373134329,2.1338954130599586
97,R-HSA-4641263,2.4859992731921388,Proteomics,Regulation of FZD by ubiquitination,0.0337,0.8777425373134329,2.1170913928352006
98,R-HSA-879415,2.4852031597079467,Proteomics,Advanced glycosylation endproduct receptor signaling,0.0134,0.8777425373134329,2.115354520394231
99,R-HSA-6803529,2.1099715930615606,Transcriptomics,FGFR2 alternative splicing,0.1059,0.8777425373134329,2.100488174504709
100,R-HSA-196071,2.099090110933806,Transcriptomics,Metabolism of steroid hormones,0.3157,0.8777425373134329,2.0722463937713163
101,R-HSA-1461973,2.0953137942754525,Transcriptomics,Defensins,0.1792,0.8777425373134329,2.062445347756357
102,R-HSA-5626978,2.4584324694062656,Proteomics,TNFR1-mediated ceramide production,0.0592,0.8777425373134329,2.056949186061904
103,R-HSA-5357786,2.4584324694062656,Proteomics,TNFR1-induced proapoptotic signaling,0.0592,0.8777425373134329,2.056949186061904
104,R-HSA-74752,2.457707768217601,Proteomics,Signaling by Insulin receptor,0.0185,0.8777425373134329,2.0553681130773076
105,R-HSA-74751,2.457707768217601,Proteomics,Insulin receptor signalling cascade,0.0185,0.8777425373134329,2.0553681130773076
106,R-HSA-5676594,2.091671247861654,Transcriptomics,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,0.1178,0.8777425373134329,2.052991488813069
107,R-HSA-203615,2.0843995143240743,Transcriptomics,eNOS activation,0.0894,0.8777425373134329,2.0341184436057276
108,R-HSA-168274,2.0833595922589208,Transcriptomics,Export of Viral Ribonucleoproteins from Nucleus,0.3459,0.8777425373134329,2.0314194315962353
109,R-HSA-199220,2.0827936752324927,Transcriptomics,Vitamin B5 (pantothenate) metabolism,0.2096,0.8777425373134329,2.0299506514809873
110,R-HSA-2151201,2.445138014440357,Proteomics,Transcriptional activation of mitochondrial biogenesis,0.0447,0.8777425373134329,2.027944813059195
111,R-HSA-1296072,2.080325249526962,Transcriptomics,Voltage gated Potassium channels,0.2174,0.8777425373134329,2.0235441034837747
112,R-HSA-2404192,2.441417389262024,Proteomics,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),0.0285,0.8777425373134329,2.0198275641195154
113,R-HSA-2428928,2.441417389262024,Proteomics,IRS-related events triggered by IGF1R,0.0285,0.8777425373134329,2.0198275641195154
114,R-HSA-2428924,2.441417389262024,Proteomics,IGF1R signaling cascade,0.0285,0.8777425373134329,2.0198275641195154
115,R-HSA-8963901,2.441381571244246,Proteomics,Chylomicron remodeling,0.0373,0.8777425373134329,2.019749420325692
116,R-HSA-111447,2.0758603661613853,Transcriptomics,Activation of BAD and translocation to mitochondria ,0.1146,0.8777425373134329,2.0119559525747026
117,R-HSA-1222556,2.0735064550812674,Transcriptomics,ROS and RNS production in phagocytes,0.0581,0.8777425373134329,2.0058466156470582
118,R-HSA-1296071,2.070400872319686,Transcriptomics,Potassium Channels,0.3001,0.8777425373134329,1.9977863912794351
119,R-HSA-430039,2.0701267996237482,Transcriptomics,mRNA decay by 5' to 3' exoribonuclease,0.0142,0.8777425373134329,1.9970750634572862
120,R-HSA-141405,2.064105859951622,Transcriptomics,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,0.051,0.8777425373134329,1.981448326581483
121,R-HSA-141430,2.064105859951622,Transcriptomics,Inactivation of APC/C via direct inhibition of the APC/C complex,0.051,0.8777425373134329,1.981448326581483
122,R-HSA-196741,2.062902828732047,Transcriptomics,"Cobalamin (Cbl, vitamin B12) transport and metabolism",0.2958,0.8777425373134329,1.978325981342133
123,R-HSA-168271,2.05898071513002,Transcriptomics,Transport of Ribonucleoproteins into the Host Nucleus,0.3303,0.8777425373134329,1.968146534180485
124,R-HSA-5620971,2.0584987277436815,Transcriptomics,Pyroptosis,0.1856,0.8777425373134329,1.9668955849144363
125,R-HSA-9630794,2.0571570801592007,Transcriptomics,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,0.1186,0.8777425373134329,1.963413474990665
126,R-HSA-9632700,2.0571570801592007,Transcriptomics,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,0.1186,0.8777425373134329,1.963413474990665
127,R-HSA-9630747,2.0571570801592007,Transcriptomics,Diseases of Cellular Senescence,0.1186,0.8777425373134329,1.963413474990665
128,R-HSA-9632693,2.0571570801592007,Transcriptomics,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,0.1186,0.8777425373134329,1.963413474990665
129,R-HSA-9675132,2.0571570801592007,Transcriptomics,Diseases of cellular response to stress,0.1186,0.8777425373134329,1.963413474990665
130,R-HSA-9630750,2.0571570801592007,Transcriptomics,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,0.1186,0.8777425373134329,1.963413474990665
131,R-HSA-9664424,2.0478854244912745,Transcriptomics,Cell recruitment (pro-inflammatory response),0.1548,0.8777425373134329,1.9393498351909715
132,R-HSA-9660826,2.0478854244912745,Transcriptomics,Purinergic signaling in leishmaniasis infection,0.1548,0.8777425373134329,1.9393498351909715
133,R-HSA-111465,2.0475480886017476,Transcriptomics,Apoptotic cleavage of cellular proteins,0.074,0.8777425373134329,1.9384743141807201
134,R-HSA-196807,2.0454180005150353,Transcriptomics,Nicotinate metabolism,0.1166,0.8777425373134329,1.932945887080307
135,R-HSA-9006115,2.044137323143616,Transcriptomics,Signaling by NTRK2 (TRKB),0.0244,0.8777425373134329,1.929622019146766
136,R-HSA-6783783,2.0401427694307097,Transcriptomics,Interleukin-10 signaling,0.0721,0.8777425373134329,1.9192545610410439
137,R-HSA-9657688,2.3834393950835433,Proteomics,Defective factor XII causes hereditary angioedema,0.0641,0.8777425373134329,1.8933375821372709
138,R-HSA-180910,2.028888191393372,Transcriptomics,Vpr-mediated nuclear import of PICs,0.3209,0.8777425373134329,1.890044447800437
139,R-HSA-196791,2.027581995053095,Transcriptomics,Vitamin D (calciferol) metabolism,0.2063,0.8777425373134329,1.8866543479772915
140,R-HSA-2022090,2.0270435030581964,Transcriptomics,Assembly of collagen fibrils and other multimeric structures,0.2846,0.8777425373134329,1.8852567467435564
141,R-HSA-400042,2.0249026498563802,Transcriptomics,"Adrenaline,noradrenaline inhibits insulin secretion",0.1056,0.8777425373134329,1.8797003798811913
142,R-HSA-1474290,2.0236532549076625,Transcriptomics,Collagen formation,0.2458,0.8777425373134329,1.8764577022958375
143,R-HSA-433692,2.0211268814373304,Transcriptomics,Proton-coupled monocarboxylate transport,0.1428,0.8777425373134329,1.869900756765615
144,R-HSA-75158,2.0154571514879547,Transcriptomics,TRAIL  signaling,0.191,0.8777425373134329,1.855185549023886
145,R-HSA-1839126,2.014591962426893,Transcriptomics,FGFR2 mutant receptor activation,0.0568,0.8777425373134329,1.8529400387644785
146,R-HSA-8851708,2.014591962426893,Transcriptomics,Signaling by FGFR2 IIIa TM,0.0568,0.8777425373134329,1.8529400387644785
147,R-HSA-1482883,2.0128135027682292,Transcriptomics,Acyl chain remodeling of DAG and TAG,0.0845,0.8777425373134329,1.8483242275051777
148,R-HSA-180336,2.358413108595876,Proteomics,SHC1 events in EGFR signaling,0.0394,0.8777425373134329,1.8387379953153715
149,R-HSA-4655427,2.008286201831188,Transcriptomics,SUMOylation of DNA methylation proteins,0.212,0.8777425373134329,1.8365740781342672
150,R-HSA-5654736,2.356201607985497,Proteomics,Signaling by FGFR1,0.0238,0.8777425373134329,1.833913187621966
151,R-HSA-1679131,2.006395126500761,Transcriptomics,Trafficking and processing of endosomal TLR,0.2882,0.8777425373134329,1.8316659843465632
152,R-HSA-4085377,2.004088726952084,Transcriptomics,SUMOylation of SUMOylation proteins,0.374,0.8777425373134329,1.8256799587691115
153,R-HSA-5340588,2.003560268559002,Transcriptomics,Signaling by RNF43 mutants,0.1112,0.8777425373134329,1.8243083987289508
154,R-HSA-110056,2.350562182997477,Proteomics,MAPK3 (ERK1) activation,0.0518,0.8777425373134329,1.8216097132566937
155,R-HSA-6799198,2.001904399020566,Transcriptomics,Complex I biogenesis,0.0247,0.8777425373134329,1.8200107576651172
156,R-HSA-1483206,7.324759798138144,Metabolomics,Glycerophospholipid biosynthesis,0.0384,0.8777425373134329,1.7939632240596235
157,R-HSA-164843,1.9915314838470972,Transcriptomics,2-LTR circle formation,0.1679,0.8777425373134329,1.7930889107645018
158,R-HSA-8939256,2.3358603737868973,Proteomics,RUNX1 regulates transcription of genes involved in WNT signaling,0.06,0.8777425373134329,1.7895349302549235
159,R-HSA-163125,1.98819512424248,Transcriptomics,Post-translational modification: synthesis of GPI-anchored proteins,0.1358,0.8777425373134329,1.7844297285598079
160,R-HSA-163210,1.9845963282374173,Transcriptomics,Formation of ATP by chemiosmotic coupling,0.0658,0.8777425373134329,1.7750894193550575
161,R-HSA-77286,1.9839588333834715,Transcriptomics,mitochondrial fatty acid beta-oxidation of saturated fatty acids,0.1172,0.8777425373134329,1.7734348662645476
162,R-HSA-9651496,2.322257014195381,Proteomics,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),0.0705,0.8777425373134329,1.7598566232694854
163,R-HSA-9671793,2.322257014195381,Proteomics,Diseases of hemostasis,0.0705,0.8777425373134329,1.7598566232694854
164,R-HSA-6803205,1.9710215251363907,Transcriptomics,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,0.236,0.8777425373134329,1.7398573978181822
165,R-HSA-9025046,2.310251155401221,Proteomics,NTF3 activates NTRK2 (TRKB) signaling,0.0706,0.8777425373134329,1.7336635670233564
166,R-HSA-8963684,1.968532896496153,Transcriptomics,Tyrosine catabolism,0.1217,0.8777425373134329,1.7333984151576154
167,R-HSA-5654733,2.306977624068531,Proteomics,Negative regulation of FGFR4 signaling,0.0292,0.8777425373134329,1.726521738038801
168,R-HSA-8963888,2.3058926826270323,Proteomics,Chylomicron assembly,0.0495,0.8777425373134329,1.7241547326718254
169,R-HSA-381426,2.3044671438354976,Proteomics,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0857,0.8777425373134329,1.721044649637543
170,R-HSA-1482839,1.9606238867084846,Transcriptomics,Acyl chain remodelling of PE,0.3572,0.8777425373134329,1.712871384223854
171,R-HSA-2644605,2.2999219482166415,Proteomics,FBXW7 Mutants and NOTCH1 in Cancer,0.041,0.8777425373134329,1.7111284440136465
172,R-HSA-2644607,2.2999219482166415,Proteomics,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.041,0.8777425373134329,1.7111284440136465
173,R-HSA-171319,1.958667716733023,Transcriptomics,Telomere Extension By Telomerase,0.0718,0.8777425373134329,1.707794343901992
174,R-HSA-420092,1.9564752448163631,Transcriptomics,Glucagon-type ligand receptors,0.2566,0.8777425373134329,1.702104005912418
175,R-HSA-1236977,2.292698079641586,Proteomics,Endosomal/Vacuolar pathway,0.094,0.8777425373134329,1.6953682056879122
176,R-HSA-8866910,2.2925063115580935,Proteomics,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.0744,0.8777425373134329,1.6949498272709038
177,R-HSA-5603041,2.2915389870610743,Proteomics,IRAK4 deficiency (TLR2/4),0.0486,0.8777425373134329,1.6928394255584494
178,R-HSA-5602498,2.2915389870610743,Proteomics,MyD88 deficiency (TLR2/4),0.0486,0.8777425373134329,1.6928394255584494
179,R-HSA-5602358,2.2915389870610743,Proteomics,Diseases associated with the TLR signaling cascade,0.0486,0.8777425373134329,1.6928394255584494
180,R-HSA-5260271,2.2915389870610743,Proteomics,Diseases of Immune System,0.0486,0.8777425373134329,1.6928394255584494
181,R-HSA-8941856,2.2865527446823806,Proteomics,RUNX3 regulates NOTCH signaling,0.0451,0.8777425373134329,1.681960992843125
182,R-HSA-156581,1.9437483374984064,Transcriptomics,Methylation,0.2756,0.8777425373134329,1.6690726116898262
183,R-HSA-73928,7.06583868950018,Metabolomics,Depyrimidination,0.0766,0.8777425373134329,1.6688760168284242
184,R-HSA-110329,7.06583868950018,Metabolomics,Cleavage of the damaged pyrimidine ,0.0766,0.8777425373134329,1.6688760168284242
185,R-HSA-383280,2.279261354546705,Proteomics,Nuclear Receptor transcription pathway,0.0619,0.8777425373134329,1.66605344343657
186,R-HSA-163200,1.9425505555186802,Transcriptomics,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.0313,0.8777425373134329,1.665963890318906
187,R-HSA-156590,1.9423197860226258,Transcriptomics,Glutathione conjugation,0.2796,0.8777425373134329,1.665364951550179
188,R-HSA-1614558,1.941367939921203,Transcriptomics,Degradation of cysteine and homocysteine,0.1618,0.8777425373134329,1.6628945317514134
189,R-HSA-2219528,2.2737493566587723,Proteomics,PI3K/AKT Signaling in Cancer,0.0454,0.8777425373134329,1.654027975439446
190,R-HSA-391906,1.9370210933174745,Transcriptomics,Leukotriene receptors,0.2315,0.8777425373134329,1.6516127332589938
191,R-HSA-74182,7.024973872560077,Metabolomics,Ketone body metabolism,0.09,0.8777425373134329,1.649133841878142
192,R-HSA-77111,7.024973872560077,Metabolomics,Synthesis of Ketone Bodies,0.09,0.8777425373134329,1.649133841878142
193,R-HSA-8939245,1.935239178160023,Transcriptomics,RUNX1 regulates transcription of genes involved in BCR signaling,0.1804,0.8777425373134329,1.6469879536038499
194,R-HSA-8849470,1.9347706879041322,Transcriptomics,PTK6 Regulates Cell Cycle,0.1333,0.8777425373134329,1.645772034767862
195,R-HSA-173623,2.2639868014153754,Proteomics,Classical antibody-mediated complement activation,0.0714,0.8777425373134329,1.6327291110282953
196,R-HSA-2565942,2.2623784153353323,Proteomics,Regulation of PLK1 Activity at G2/M Transition,0.0299,0.8777425373134329,1.6292201119818839
197,R-HSA-4755510,1.9276553572267716,Transcriptomics,SUMOylation of immune response proteins,0.3621,0.8777425373134329,1.6273049172854877
198,R-HSA-5654727,2.261121154445575,Proteomics,Negative regulation of FGFR2 signaling,0.0351,0.8777425373134329,1.6264771590814644
199,R-HSA-8943724,1.925014279281063,Transcriptomics,Regulation of PTEN gene transcription,0.1137,0.8777425373134329,1.6204502679494146
200,R-HSA-176033,1.9226257664868203,Transcriptomics,Interactions of Vpr with host cellular proteins,0.3355,0.8777425373134329,1.6142511257901078
201,R-HSA-77352,1.921359010916238,Transcriptomics,Beta oxidation of butanoyl-CoA to acetyl-CoA,0.128,0.8777425373134329,1.6109633904754543
202,R-HSA-198933,1.921124925605113,Transcriptomics,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.1271,0.8777425373134329,1.6103558458457723
203,R-HSA-187687,1.9182367775427167,Transcriptomics,Signalling to ERKs,0.0454,0.8777425373134329,1.6028599511371164
204,R-HSA-416550,1.9181378239942515,Transcriptomics,Sema4D mediated inhibition of cell attachment and migration,0.1263,0.8777425373134329,1.6026031272609444
205,R-HSA-69273,1.9177877077319727,Transcriptomics,Cyclin A/B1/B2 associated events during G2/M transition,0.2976,0.8777425373134329,1.6016944360923717
